ID,datetime,passengers-in,passengers-out,station
1710346,2020/9/9 13:30,44,35,2t
2028799,2020/9/9 13:30,180,164,2u
1960146,2020/9/9 13:30,26,23,2v
2389522,2020/9/9 13:30,24,21,2w
1339719,2020/9/9 13:30,36,29,2x
1226069,2020/9/9 13:45,70,60,1a
1525353,2020/9/9 13:45,31,23,1b
1723592,2020/9/9 13:45,41,34,1c
2102848,2020/9/9 13:45,35,36,1d
2457198,2020/9/9 13:45,41,52,1e
2299888,2020/9/9 13:45,62,105,1f
2331038,2020/9/9 13:45,30,33,1g
1175221,2020/9/9 13:45,17,21,1h
1712964,2020/9/9 13:45,46,31,1i
1218138,2020/9/9 13:45,26,18,1j
1963460,2020/9/9 13:45,29,27,1k
2228815,2020/9/9 13:45,12,12,1l
1642764,2020/9/9 13:45,86,169,1m
1042131,2020/9/9 13:45,25,33,1n
2039615,2020/9/9 13:45,103,76,1o
2204261,2020/9/9 13:45,115,105,1p
2329725,2020/9/9 13:45,21,20,1q
2172230,2020/9/9 13:45,17,19,1r
1959042,2020/9/9 13:45,33,44,1s
2363896,2020/9/9 13:45,39,63,1t
1320935,2020/9/9 13:45,20,16,2a
1318367,2020/9/9 13:45,64,51,2b
1415751,2020/9/9 13:45,45,19,2c
1361817,2020/9/9 13:45,36,47,2d
1293597,2020/9/9 13:45,40,45,2e
2268746,2020/9/9 13:45,40,53,2f
1825173,2020/9/9 13:45,33,52,2g
2447511,2020/9/9 13:45,40,43,2h
1331488,2020/9/9 13:45,45,48,2i
2391618,2020/9/9 13:45,30,40,2j
2441756,2020/9/9 13:45,94,82,2k
2373781,2020/9/9 13:45,30,48,2l
1856709,2020/9/9 13:45,20,26,2m
2224321,2020/9/9 13:45,17,15,2n
1167448,2020/9/9 13:45,25,25,2o
2467392,2020/9/9 13:45,29,34,2p
1180746,2020/9/9 13:45,64,138,2q
1693722,2020/9/9 13:45,13,12,2r
1097961,2020/9/9 13:45,20,24,2s
1082793,2020/9/9 13:45,42,41,2t
2146167,2020/9/9 13:45,196,133,2u
2542781,2020/9/9 13:45,25,22,2v
2537596,2020/9/9 13:45,23,23,2w
2377986,2020/9/9 13:45,30,38,2x
2465695,2020/9/9 14:00,65,57,1a
1346724,2020/9/9 14:00,34,27,1b
1205202,2020/9/9 14:00,44,37,1c
1606381,2020/9/9 14:00,38,26,1d
2508068,2020/9/9 14:00,41,52,1e
1702976,2020/9/9 14:00,57,116,1f
1721009,2020/9/9 14:00,34,31,1g
1427020,2020/9/9 14:00,14,15,1h
1241442,2020/9/9 14:00,45,35,1i
1463913,2020/9/9 14:00,27,20,1j
2042401,2020/9/9 14:00,34,27,1k
1992560,2020/9/9 14:00,13,12,1l
2409812,2020/9/9 14:00,90,173,1m
2547095,2020/9/9 14:00,34,36,1n
1920443,2020/9/9 14:00,122,98,1o
1374007,2020/9/9 14:00,137,112,1p
1321381,2020/9/9 14:00,14,49,1q
2509386,2020/9/9 14:00,20,16,1r
1309847,2020/9/9 14:00,24,34,1s
2051531,2020/9/9 14:00,43,54,1t
1705989,2020/9/9 14:00,19,18,2a
2340833,2020/9/9 14:00,78,51,2b
1016583,2020/9/9 14:00,45,18,2c
1437074,2020/9/9 14:00,37,35,2d
2044620,2020/9/9 14:00,42,42,2e
1446668,2020/9/9 14:00,46,53,2f
1837609,2020/9/9 14:00,40,38,2g
1166649,2020/9/9 14:00,41,45,2h
1508615,2020/9/9 14:00,46,45,2i
1834666,2020/9/9 14:00,32,33,2j
1756333,2020/9/9 14:00,96,81,2k
2260504,2020/9/9 14:00,27,43,2l
1237196,2020/9/9 14:00,22,26,2m
1909488,2020/9/9 14:00,24,17,2n
1056026,2020/9/9 14:00,25,22,2o
1869902,2020/9/9 14:00,32,29,2p
2494047,2020/9/9 14:00,71,129,2q
2537042,2020/9/9 14:00,17,16,2r
1875406,2020/9/9 14:00,25,21,2s
2041798,2020/9/9 14:00,40,34,2t
1536253,2020/9/9 14:00,215,116,2u
2288324,2020/9/9 14:00,21,26,2v
1200753,2020/9/9 14:00,24,18,2w
1332838,2020/9/9 14:00,33,36,2x
2297515,2020/9/9 14:15,53,60,1a
1233073,2020/9/9 14:15,33,26,1b
1881793,2020/9/9 14:15,42,37,1c
1258273,2020/9/9 14:15,36,40,1d
1060220,2020/9/9 14:15,45,48,1e
1357889,2020/9/9 14:15,55,129,1f
1693329,2020/9/9 14:15,30,31,1g
1524751,2020/9/9 14:15,20,15,1h
1119059,2020/9/9 14:15,46,31,1i
2431832,2020/9/9 14:15,21,19,1j
1769511,2020/9/9 14:15,30,28,1k
1957163,2020/9/9 14:15,15,16,1l
2014986,2020/9/9 14:15,100,182,1m
2454505,2020/9/9 14:15,43,32,1n
2019683,2020/9/9 14:15,70,69,1o
1007801,2020/9/9 14:15,89,115,1p
1071894,2020/9/9 14:15,13,24,1q
1005082,2020/9/9 14:15,21,13,1r
1065204,2020/9/9 14:15,34,29,1s
2484036,2020/9/9 14:15,44,51,1t
1318953,2020/9/9 14:15,19,23,2a
1700272,2020/9/9 14:15,80,39,2b
2545330,2020/9/9 14:15,47,19,2c
1459389,2020/9/9 14:15,44,38,2d
2140515,2020/9/9 14:15,36,39,2e
1147702,2020/9/9 14:15,46,45,2f
1933703,2020/9/9 14:15,33,36,2g
1644507,2020/9/9 14:15,45,44,2h
1654322,2020/9/9 14:15,40,40,2i
1417308,2020/9/9 14:15,32,47,2j
2448944,2020/9/9 14:15,84,60,2k
1312540,2020/9/9 14:15,34,37,2l
1296419,2020/9/9 14:15,20,23,2m
2205813,2020/9/9 14:15,23,18,2n
1199100,2020/9/9 14:15,29,20,2o
1825902,2020/9/9 14:15,33,30,2p
2360546,2020/9/9 14:15,77,131,2q
1347921,2020/9/9 14:15,17,18,2r
2098112,2020/9/9 14:15,24,17,2s
1510166,2020/9/9 14:15,37,37,2t
2545384,2020/9/9 14:15,165,135,2u
1995050,2020/9/9 14:15,25,20,2v
1017039,2020/9/9 14:15,22,17,2w
1340920,2020/9/9 14:15,30,39,2x
1052946,2020/9/9 14:30,63,62,1a
1223522,2020/9/9 14:30,24,26,1b
1520636,2020/9/9 14:30,43,35,1c
1044683,2020/9/9 14:30,38,41,1d
1882740,2020/9/9 14:30,40,49,1e
1844979,2020/9/9 14:30,62,108,1f
2005210,2020/9/9 14:30,46,36,1g
2117694,2020/9/9 14:30,16,15,1h
2236923,2020/9/9 14:30,38,39,1i
2253082,2020/9/9 14:30,22,19,1j
1280221,2020/9/9 14:30,29,31,1k
1625245,2020/9/9 14:30,13,16,1l
1488730,2020/9/9 14:30,102,190,1m
2251910,2020/9/9 14:30,33,23,1n
1354086,2020/9/9 14:30,113,83,1o
2125310,2020/9/9 14:30,131,115,1p
1781402,2020/9/9 14:30,15,24,1q
1683940,2020/9/9 14:30,17,12,1r
2360445,2020/9/9 14:30,31,29,1s
1281746,2020/9/9 14:30,48,57,1t
2287265,2020/9/9 14:30,17,22,2a
2515634,2020/9/9 14:30,62,52,2b
2487492,2020/9/9 14:30,45,20,2c
1867363,2020/9/9 14:30,50,25,2d
1243040,2020/9/9 14:30,35,43,2e
2520745,2020/9/9 14:30,40,55,2f
2480016,2020/9/9 14:30,41,40,2g
2465790,2020/9/9 14:30,38,56,2h
1357320,2020/9/9 14:30,49,36,2i
1529567,2020/9/9 14:30,35,38,2j
1752468,2020/9/9 14:30,94,72,2k
2533440,2020/9/9 14:30,27,43,2l
1917246,2020/9/9 14:30,18,25,2m
2195434,2020/9/9 14:30,24,20,2n
1306863,2020/9/9 14:30,29,25,2o
1305787,2020/9/9 14:30,39,34,2p
2112758,2020/9/9 14:30,72,142,2q
1195968,2020/9/9 14:30,18,15,2r
2053962,2020/9/9 14:30,25,17,2s
2072827,2020/9/9 14:30,50,43,2t
2094582,2020/9/9 14:30,135,124,2u
1234109,2020/9/9 14:30,25,26,2v
1201860,2020/9/9 14:30,25,18,2w
2189589,2020/9/9 14:30,31,27,2x
1845804,2020/9/9 14:45,50,63,1a
1938052,2020/9/9 14:45,22,28,1b
1019417,2020/9/9 14:45,37,34,1c
2499567,2020/9/9 14:45,34,41,1d
1576105,2020/9/9 14:45,44,55,1e
1597637,2020/9/9 14:45,61,103,1f
1917376,2020/9/9 14:45,26,32,1g
1970382,2020/9/9 14:45,14,18,1h
2207539,2020/9/9 14:45,37,35,1i
1444475,2020/9/9 14:45,26,15,1j
1759619,2020/9/9 14:45,27,33,1k
2080347,2020/9/9 14:45,19,16,1l
1315293,2020/9/9 14:45,114,172,1m
1927596,2020/9/9 14:45,33,29,1n
1563820,2020/9/9 14:45,120,75,1o
1497129,2020/9/9 14:45,124,108,1p
1266635,2020/9/9 14:45,12,21,1q
2191831,2020/9/9 14:45,14,14,1r
1661962,2020/9/9 14:45,27,32,1s
1261359,2020/9/9 14:45,45,59,1t
2421596,2020/9/9 14:45,17,18,2a
2134942,2020/9/9 14:45,71,46,2b
1416595,2020/9/9 14:45,45,23,2c
1321587,2020/9/9 14:45,45,40,2d
1820880,2020/9/9 14:45,43,41,2e
2147756,2020/9/9 14:45,44,44,2f
2344454,2020/9/9 14:45,41,39,2g
1179049,2020/9/9 14:45,39,65,2h
2371280,2020/9/9 14:45,43,48,2i
1065136,2020/9/9 14:45,40,39,2j
1369354,2020/9/9 14:45,118,68,2k
1442322,2020/9/9 14:45,26,46,2l
1796088,2020/9/9 14:45,24,19,2m
2309878,2020/9/9 14:45,19,18,2n
1077509,2020/9/9 14:45,38,19,2o
1245835,2020/9/9 14:45,32,40,2p
2073402,2020/9/9 14:45,84,155,2q
1087325,2020/9/9 14:45,15,14,2r
1116554,2020/9/9 14:45,21,18,2s
2340468,2020/9/9 14:45,44,43,2t
2269446,2020/9/9 14:45,116,140,2u
1042112,2020/9/9 14:45,23,23,2v
1695798,2020/9/9 14:45,22,26,2w
1638311,2020/9/9 14:45,34,31,2x
2235055,2020/9/9 15:00,53,65,1a
2163842,2020/9/9 15:00,31,23,1b
1755676,2020/9/9 15:00,45,36,1c
2091712,2020/9/9 15:00,32,43,1d
1241234,2020/9/9 15:00,37,50,1e
1885213,2020/9/9 15:00,65,96,1f
1005446,2020/9/9 15:00,32,35,1g
1690660,2020/9/9 15:00,15,14,1h
2154173,2020/9/9 15:00,46,31,1i
2303278,2020/9/9 15:00,21,17,1j
1030699,2020/9/9 15:00,25,26,1k
2227722,2020/9/9 15:00,14,22,1l
2039149,2020/9/9 15:00,131,167,1m
1705203,2020/9/9 15:00,44,27,1n
2481137,2020/9/9 15:00,111,80,1o
1953430,2020/9/9 15:00,145,100,1p
1312998,2020/9/9 15:00,19,21,1q
1172085,2020/9/9 15:00,18,12,1r
1910216,2020/9/9 15:00,43,29,1s
2462665,2020/9/9 15:00,46,51,1t
2001518,2020/9/9 15:00,17,24,2a
1425053,2020/9/9 15:00,59,57,2b
2083918,2020/9/9 15:00,51,18,2c
1774722,2020/9/9 15:00,42,34,2d
2220542,2020/9/9 15:00,49,45,2e
1575102,2020/9/9 15:00,45,42,2f
1424570,2020/9/9 15:00,38,33,2g
1383214,2020/9/9 15:00,48,54,2h
1756419,2020/9/9 15:00,41,39,2i
1365231,2020/9/9 15:00,43,35,2j
1201460,2020/9/9 15:00,76,56,2k
1190083,2020/9/9 15:00,25,43,2l
1046638,2020/9/9 15:00,22,25,2m
1923262,2020/9/9 15:00,16,19,2n
1291015,2020/9/9 15:00,35,20,2o
1981341,2020/9/9 15:00,36,33,2p
1585636,2020/9/9 15:00,92,125,2q
1328256,2020/9/9 15:00,18,18,2r
1521636,2020/9/9 15:00,14,23,2s
1563398,2020/9/9 15:00,37,38,2t
2336494,2020/9/9 15:00,112,111,2u
1639468,2020/9/9 15:00,22,28,2v
1497689,2020/9/9 15:00,19,18,2w
2141508,2020/9/9 15:00,34,41,2x
1795807,2020/9/9 15:15,58,66,1a
2403134,2020/9/9 15:15,29,29,1b
2414618,2020/9/9 15:15,37,36,1c
2032597,2020/9/9 15:15,34,37,1d
1456875,2020/9/9 15:15,37,53,1e
1923390,2020/9/9 15:15,76,70,1f
1871148,2020/9/9 15:15,32,35,1g
2421406,2020/9/9 15:15,14,16,1h
1258317,2020/9/9 15:15,48,22,1i
2335349,2020/9/9 15:15,28,17,1j
1817318,2020/9/9 15:15,31,25,1k
1146687,2020/9/9 15:15,14,14,1l
1182472,2020/9/9 15:15,117,133,1m
1158453,2020/9/9 15:15,33,22,1n
1987757,2020/9/9 15:15,57,55,1o
2306894,2020/9/9 15:15,125,158,1p
1493563,2020/9/9 15:15,13,17,1q
2083063,2020/9/9 15:15,18,25,1r
2486421,2020/9/9 15:15,44,35,1s
1017847,2020/9/9 15:15,43,44,1t
1422250,2020/9/9 15:15,16,26,2a
1530130,2020/9/9 15:15,68,43,2b
1299907,2020/9/9 15:15,53,24,2c
1815468,2020/9/9 15:15,43,29,2d
2096486,2020/9/9 15:15,56,29,2e
2523042,2020/9/9 15:15,57,39,2f
1532812,2020/9/9 15:15,36,42,2g
1538612,2020/9/9 15:15,50,45,2h
2197541,2020/9/9 15:15,42,47,2i
1875589,2020/9/9 15:15,42,36,2j
2329948,2020/9/9 15:15,112,53,2k
1042175,2020/9/9 15:15,27,43,2l
2379798,2020/9/9 15:15,22,20,2m
1177334,2020/9/9 15:15,22,18,2n
1971591,2020/9/9 15:15,36,22,2o
2066225,2020/9/9 15:15,43,28,2p
1101915,2020/9/9 15:15,91,124,2q
2248031,2020/9/9 15:15,21,16,2r
1928840,2020/9/9 15:15,20,15,2s
2158772,2020/9/9 15:15,37,44,2t
1917086,2020/9/9 15:15,239,116,2u
1489039,2020/9/9 15:15,24,22,2v
1959635,2020/9/9 15:15,19,24,2w
1915004,2020/9/9 15:15,31,30,2x
1509291,2020/9/9 15:30,47,63,1a
1522940,2020/9/9 15:30,27,31,1b
2268980,2020/9/9 15:30,36,35,1c
1441889,2020/9/9 15:30,28,39,1d
2241611,2020/9/9 15:30,43,50,1e
2401303,2020/9/9 15:30,79,72,1f
2364937,2020/9/9 15:30,30,32,1g
1796021,2020/9/9 15:30,16,18,1h
2405621,2020/9/9 15:30,47,26,1i
1108653,2020/9/9 15:30,23,16,1j
2318148,2020/9/9 15:30,26,21,1k
1382820,2020/9/9 15:30,15,16,1l
1632509,2020/9/9 15:30,133,158,1m
1150563,2020/9/9 15:30,50,73,1n
2492043,2020/9/9 15:30,113,43,1o
1626037,2020/9/9 15:30,48,86,1p
2510954,2020/9/9 15:30,20,18,1q
1140837,2020/9/9 15:30,11,11,1r
2246670,2020/9/9 15:30,41,25,1s
1580329,2020/9/9 15:30,54,56,1t
1219932,2020/9/9 15:30,22,28,2a
1523502,2020/9/9 15:30,68,42,2b
1129089,2020/9/9 15:30,56,24,2c
2551813,2020/9/9 15:30,57,27,2d
1827176,2020/9/9 15:30,41,37,2e
2207839,2020/9/9 15:30,43,48,2f
2336789,2020/9/9 15:30,37,33,2g
2184828,2020/9/9 15:30,40,42,2h
1049310,2020/9/9 15:30,38,42,2i
1723618,2020/9/9 15:30,36,27,2j
2136064,2020/9/9 15:30,125,45,2k
1484583,2020/9/9 15:30,22,38,2l
1690984,2020/9/9 15:30,30,22,2m
2262497,2020/9/9 15:30,19,21,2n
2482113,2020/9/9 15:30,35,18,2o
2097832,2020/9/9 15:30,35,33,2p
2186099,2020/9/9 15:30,108,114,2q
1559297,2020/9/9 15:30,12,16,2r
1651801,2020/9/9 15:30,21,22,2s
2171838,2020/9/9 15:30,41,33,2t
1547536,2020/9/9 15:30,166,105,2u
1104234,2020/9/9 15:30,21,28,2v
2268061,2020/9/9 15:30,16,23,2w
1047490,2020/9/9 15:30,32,36,2x
2245375,2020/9/9 15:45,53,68,1a
2100817,2020/9/9 15:45,23,35,1b
2337428,2020/9/9 15:45,37,35,1c
1184174,2020/9/9 15:45,30,47,1d
2209780,2020/9/9 15:45,41,59,1e
2145601,2020/9/9 15:45,68,66,1f
1634110,2020/9/9 15:45,30,33,1g
1774347,2020/9/9 15:45,20,13,1h
2025499,2020/9/9 15:45,43,18,1i
1563674,2020/9/9 15:45,25,25,1j
1930182,2020/9/9 15:45,28,29,1k
2183810,2020/9/9 15:45,14,12,1l
1064973,2020/9/9 15:45,119,156,1m
2446866,2020/9/9 15:45,42,24,1n
1619980,2020/9/9 15:45,123,32,1o
2442197,2020/9/9 15:45,147,97,1p
2481200,2020/9/9 15:45,13,15,1q
2199377,2020/9/9 15:45,18,11,1r
2474061,2020/9/9 15:45,35,27,1s
1171482,2020/9/9 15:45,50,56,1t
1260338,2020/9/9 15:45,18,23,2a
1857035,2020/9/9 15:45,68,40,2b
1852654,2020/9/9 15:45,48,26,2c
2224243,2020/9/9 15:45,49,30,2d
1528057,2020/9/9 15:45,52,31,2e
1044974,2020/9/9 15:45,46,37,2f
1173334,2020/9/9 15:45,43,42,2g
2237930,2020/9/9 15:45,51,41,2h
1594715,2020/9/9 15:45,44,41,2i
2515902,2020/9/9 15:45,49,31,2j
2462757,2020/9/9 15:45,150,28,2k
1724452,2020/9/9 15:45,28,43,2l
1687165,2020/9/9 15:45,39,20,2m
2242663,2020/9/9 15:45,18,18,2n
2357546,2020/9/9 15:45,32,18,2o
1841970,2020/9/9 15:45,43,26,2p
2030098,2020/9/9 15:45,104,123,2q
2145171,2020/9/9 15:45,17,13,2r
1577290,2020/9/9 15:45,24,21,2s
2063643,2020/9/9 15:45,38,40,2t
1302487,2020/9/9 15:45,77,113,2u
1015057,2020/9/9 15:45,21,21,2v
2196217,2020/9/9 15:45,21,28,2w
1104568,2020/9/9 15:45,30,39,2x
1915532,2020/9/9 16:00,60,82,1a
1683302,2020/9/9 16:00,29,31,1b
1002959,2020/9/9 16:00,36,32,1c
1187484,2020/9/9 16:00,34,41,1d
1182382,2020/9/9 16:00,47,57,1e
1806950,2020/9/9 16:00,65,68,1f
2436642,2020/9/9 16:00,33,33,1g
1630316,2020/9/9 16:00,10,19,1h
2475510,2020/9/9 16:00,41,19,1i
2129315,2020/9/9 16:00,24,18,1j
1969843,2020/9/9 16:00,33,24,1k
2183557,2020/9/9 16:00,15,13,1l
1926258,2020/9/9 16:00,53,148,1m
2435823,2020/9/9 16:00,38,19,1n
2039892,2020/9/9 16:00,132,32,1o
2443742,2020/9/9 16:00,90,85,1p
2053986,2020/9/9 16:00,19,16,1q
1478472,2020/9/9 16:00,17,15,1r
2117129,2020/9/9 16:00,36,33,1s
2107481,2020/9/9 16:00,44,52,1t
1864770,2020/9/9 16:00,14,30,2a
1892488,2020/9/9 16:00,82,35,2b
2111365,2020/9/9 16:00,49,16,2c
1807510,2020/9/9 16:00,54,34,2d
1228951,2020/9/9 16:00,53,40,2e
2301487,2020/9/9 16:00,47,44,2f
1603463,2020/9/9 16:00,45,31,2g
1048740,2020/9/9 16:00,56,48,2h
1171165,2020/9/9 16:00,51,42,2i
2099978,2020/9/9 16:00,47,25,2j
2506794,2020/9/9 16:00,65,24,2k
1605251,2020/9/9 16:00,23,50,2l
1845218,2020/9/9 16:00,25,20,2m
1789172,2020/9/9 16:00,21,20,2n
1526269,2020/9/9 16:00,25,16,2o
1149593,2020/9/9 16:00,36,24,2p
1836126,2020/9/9 16:00,128,111,2q
2254551,2020/9/9 16:00,15,20,2r
1940795,2020/9/9 16:00,19,21,2s
1292378,2020/9/9 16:00,41,35,2t
1419676,2020/9/9 16:00,145,98,2u
1328073,2020/9/9 16:00,25,30,2v
1954851,2020/9/9 16:00,17,26,2w
2295990,2020/9/9 16:00,28,39,2x
2048289,2020/9/9 16:15,66,71,1a
1519425,2020/9/9 16:15,30,37,1b
1037286,2020/9/9 16:15,40,40,1c
2530429,2020/9/9 16:15,38,44,1d
1861197,2020/9/9 16:15,47,55,1e
2169037,2020/9/9 16:15,70,56,1f
1946090,2020/9/9 16:15,38,32,1g
1517076,2020/9/9 16:15,18,15,1h
1167104,2020/9/9 16:15,38,16,1i
1470622,2020/9/9 16:15,27,14,1j
2399990,2020/9/9 16:15,32,24,1k
2070283,2020/9/9 16:15,17,22,1l
2111205,2020/9/9 16:15,158,125,1m
1483725,2020/9/9 16:15,58,22,1n
1707493,2020/9/9 16:15,138,27,1o
2180733,2020/9/9 16:15,157,95,1p
1827627,2020/9/9 16:15,22,13,1q
2544070,2020/9/9 16:15,17,19,1r
1607411,2020/9/9 16:15,50,25,1s
1372967,2020/9/9 16:15,50,51,1t
1557534,2020/9/9 16:15,19,25,2a
1795923,2020/9/9 16:15,55,32,2b
2319696,2020/9/9 16:15,53,25,2c
2340618,2020/9/9 16:15,50,26,2d
2002393,2020/9/9 16:15,48,41,2e
2451553,2020/9/9 16:15,57,34,2f
1535035,2020/9/9 16:15,47,46,2g
1923391,2020/9/9 16:15,50,45,2h
1974639,2020/9/9 16:15,47,46,2i
2101864,2020/9/9 16:15,63,23,2j
2101757,2020/9/9 16:15,84,58,2k
1150898,2020/9/9 16:15,31,42,2l
2063387,2020/9/9 16:15,21,22,2m
1318951,2020/9/9 16:15,20,15,2n
2302776,2020/9/9 16:15,36,21,2o
2547348,2020/9/9 16:15,35,24,2p
1547483,2020/9/9 16:15,115,113,2q
1850523,2020/9/9 16:15,14,17,2r
2048217,2020/9/9 16:15,28,26,2s
1467613,2020/9/9 16:15,40,40,2t
1921516,2020/9/9 16:15,158,115,2u
1622698,2020/9/9 16:15,27,31,2v
1655139,2020/9/9 16:15,18,32,2w
2061619,2020/9/9 16:15,35,37,2x
1008078,2020/9/9 16:30,52,73,1a
1053234,2020/9/9 16:30,25,40,1b
1138674,2020/9/9 16:30,34,42,1c
1594969,2020/9/9 16:30,40,48,1d
1063678,2020/9/9 16:30,53,63,1e
1788086,2020/9/9 16:30,73,61,1f
1285736,2020/9/9 16:30,28,28,1g
1298228,2020/9/9 16:30,18,15,1h
1534190,2020/9/9 16:30,39,16,1i
1367264,2020/9/9 16:30,29,20,1j
1751152,2020/9/9 16:30,21,24,1k
1168822,2020/9/9 16:30,19,19,1l
1913914,2020/9/9 16:30,159,126,1m
2389072,2020/9/9 16:30,61,19,1n
2525387,2020/9/9 16:30,155,35,1o
2159474,2020/9/9 16:30,159,97,1p
2080679,2020/9/9 16:30,21,15,1q
1343287,2020/9/9 16:30,19,13,1r
2106895,2020/9/9 16:30,45,25,1s
1261547,2020/9/9 16:30,60,58,1t
2211730,2020/9/9 16:30,19,32,2a
1274862,2020/9/9 16:30,84,39,2b
1448575,2020/9/9 16:30,65,26,2c
1826461,2020/9/9 16:30,59,19,2d
2037723,2020/9/9 16:30,49,29,2e
1223234,2020/9/9 16:30,52,40,2f
1672661,2020/9/9 16:30,50,45,2g
1236378,2020/9/9 16:30,49,43,2h
2436099,2020/9/9 16:30,50,39,2i
1552807,2020/9/9 16:30,62,22,2j
2464246,2020/9/9 16:30,204,21,2k
1950987,2020/9/9 16:30,24,50,2l
1973659,2020/9/9 16:30,21,23,2m
1641699,2020/9/9 16:30,23,25,2n
1077744,2020/9/9 16:30,36,18,2o
1920990,2020/9/9 16:30,49,30,2p
1506537,2020/9/9 16:30,116,107,2q
1444788,2020/9/9 16:30,13,11,2r
1846902,2020/9/9 16:30,23,19,2s
2542092,2020/9/9 16:30,37,40,2t
1344634,2020/9/9 16:30,231,98,2u
2251453,2020/9/9 16:30,24,30,2v
1130355,2020/9/9 16:30,16,26,2w
1734245,2020/9/9 16:30,29,39,2x
2369537,2020/9/9 16:45,60,79,1a
1872170,2020/9/9 16:45,31,37,1b
1764519,2020/9/9 16:45,40,48,1c
1915238,2020/9/9 16:45,43,48,1d
2042425,2020/9/9 16:45,47,55,1e
2187435,2020/9/9 16:45,75,62,1f
2166250,2020/9/9 16:45,34,40,1g
1566744,2020/9/9 16:45,14,12,1h
2383388,2020/9/9 16:45,42,18,1i
2096565,2020/9/9 16:45,33,22,1j
1737961,2020/9/9 16:45,29,22,1k
2050756,2020/9/9 16:45,17,14,1l
1991125,2020/9/9 16:45,189,140,1m
2353466,2020/9/9 16:45,71,21,1n
1075902,2020/9/9 16:45,206,29,1o
1587866,2020/9/9 16:45,150,93,1p
1959061,2020/9/9 16:45,22,19,1q
1631632,2020/9/9 16:45,22,11,1r
2449133,2020/9/9 16:45,44,27,1s
1301070,2020/9/9 16:45,51,55,1t
1399242,2020/9/9 16:45,23,26,2a
1627711,2020/9/9 16:45,97,33,2b
1002572,2020/9/9 16:45,54,25,2c
2065726,2020/9/9 16:45,58,18,2d
1970260,2020/9/9 16:45,60,31,2e
2272809,2020/9/9 16:45,58,40,2f
1487730,2020/9/9 16:45,43,47,2g
2229370,2020/9/9 16:45,52,47,2h
2153789,2020/9/9 16:45,47,45,2i
1979978,2020/9/9 16:45,84,28,2j
2505373,2020/9/9 16:45,183,155,2k
1241854,2020/9/9 16:45,31,56,2l
1424534,2020/9/9 16:45,24,18,2m
1045044,2020/9/9 16:45,18,21,2n
2258085,2020/9/9 16:45,41,19,2o
2484686,2020/9/9 16:45,44,29,2p
1026978,2020/9/9 16:45,125,108,2q
2043762,2020/9/9 16:45,14,17,2r
2426775,2020/9/9 16:45,26,21,2s
2216906,2020/9/9 16:45,46,43,2t
2326386,2020/9/9 16:45,152,104,2u
1585432,2020/9/9 16:45,19,33,2v
1867430,2020/9/9 16:45,17,32,2w
2257490,2020/9/9 16:45,34,45,2x
1824858,2020/9/9 17:00,54,82,1a
2546753,2020/9/9 17:00,24,37,1b
2133779,2020/9/9 17:00,39,42,1c
1687901,2020/9/9 17:00,40,50,1d
2545947,2020/9/9 17:00,43,59,1e
2275856,2020/9/9 17:00,95,66,1f
1774073,2020/9/9 17:00,36,37,1g
2002344,2020/9/9 17:00,18,16,1h
2152259,2020/9/9 17:00,37,16,1i
2115677,2020/9/9 17:00,37,19,1j
1693961,2020/9/9 17:00,35,30,1k
2287532,2020/9/9 17:00,17,13,1l
1085416,2020/9/9 17:00,166,134,1m
1548408,2020/9/9 17:00,72,19,1n
1723335,2020/9/9 17:00,192,27,1o
2273821,2020/9/9 17:00,175,153,1p
1579537,2020/9/9 17:00,26,19,1q
1472060,2020/9/9 17:00,18,18,1r
1876849,2020/9/9 17:00,52,24,1s
1548261,2020/9/9 17:00,60,52,1t
1289226,2020/9/9 17:00,21,35,2a
1368180,2020/9/9 17:00,101,35,2b
2111623,2020/9/9 17:00,47,21,2c
2349689,2020/9/9 17:00,58,26,2d
1458695,2020/9/9 17:00,59,35,2e
1112537,2020/9/9 17:00,71,36,2f
2065201,2020/9/9 17:00,52,48,2g
1185079,2020/9/9 17:00,60,52,2h
1679473,2020/9/9 17:00,56,47,2i
2210588,2020/9/9 17:00,100,23,2j
2024885,2020/9/9 17:00,178,56,2k
2266607,2020/9/9 17:00,30,54,2l
1312289,2020/9/9 17:00,26,25,2m
1612019,2020/9/9 17:00,23,20,2n
1614436,2020/9/9 17:00,34,20,2o
2143595,2020/9/9 17:00,49,26,2p
2503183,2020/9/9 17:00,127,182,2q
1458916,2020/9/9 17:00,22,16,2r
1299109,2020/9/9 17:00,29,20,2s
1712757,2020/9/9 17:00,38,45,2t
1284997,2020/9/9 17:00,206,97,2u
1797432,2020/9/9 17:00,28,34,2v
2247455,2020/9/9 17:00,17,31,2w
1865171,2020/9/9 17:00,34,52,2x
2397981,2020/9/9 17:15,58,89,1a
2188445,2020/9/9 17:15,28,67,1b
2276755,2020/9/9 17:15,42,50,1c
1624885,2020/9/9 17:15,31,57,1d
2368560,2020/9/9 17:15,56,65,1e
1155043,2020/9/9 17:15,81,69,1f
1152119,2020/9/9 17:15,38,38,1g
2511272,2020/9/9 17:15,17,18,1h
2549511,2020/9/9 17:15,24,18,1i
2446181,2020/9/9 17:15,30,74,1j
1220416,2020/9/9 17:15,32,25,1k
1363663,2020/9/9 17:15,14,19,1l
1165375,2020/9/9 17:15,179,128,1m
1953954,2020/9/9 17:15,53,19,1n
